trade_date,open,high,low,close,pre_close,change,pct_chg,volume,amount,circ_mv,dv_ratio,dv_ttm,float_share,free_share,pb,pe,pe_ttm,ps,ps_ttm,total_mv,total_share,turnover_rate,turnover_rate_f,volume_ratio,buy_elg_amount,buy_elg_vol,buy_lg_amount,buy_lg_vol,buy_md_amount,buy_md_vol,buy_sm_amount,buy_sm_vol,net_mf_amount,net_mf_vol,sell_elg_amount,sell_elg_vol,sell_lg_amount,sell_lg_vol,sell_md_amount,sell_md_vol,sell_sm_amount,sell_sm_vol
20150105,14.39,15.29,14.22,14.91,13.9,1.01,7.27,6560835.7,9700711.8396,14420822.4172,2.74,2.74,967191.309,802641.837,2.0914,10.8631,10.6532,1.2128,1.2153,16423405.4344,1101502.7119,6.7834,8.1741,1.78,350115.45,2375960,251000.65,1696346,237498.22,1602194,131456.05,886336,32490.99,209604,365911.85,2484585,242093.57,1635364,229998.26,1551139,132066.7,889748
20150106,14.6,14.99,14.05,14.36,14.91,-0.55,-3.69,3346346.83,4839615.9825,13888867.1972,2.85,2.85,967191.309,802641.837,2.0142,10.4624,10.2602,1.168,1.1704,15817578.9429,1101502.7119,3.4599,4.1692,0.72,126982.9,876472,129797.84,897920,137272.2,949496,89900.63,622406,-26610.83,-186044,141831.67,981518,134271.74,928169,129820.39,897029,78029.76,539578
20150107,14.26,14.5,14.0,14.23,14.36,-0.13,-0.91,2642051.33,3772150.8188,13763132.3271,2.88,2.88,967191.309,802641.837,1.996,10.3677,10.1673,1.1575,1.1598,15674383.5903,1101502.7119,2.7317,3.2917,0.55,105038.85,734411,101804.77,712741,103471.89,725465,66899.08,469434,-6549.33,-48016,114685.05,803160,110007.86,770078,95140.69,666544,57380.99,402269
20150108,14.32,14.37,13.46,13.59,14.23,-0.64,-4.5,2639394.18,3629554.2358,13144129.8893,3.01,3.01,967191.309,802641.837,1.9062,9.9014,9.71,1.1054,1.1077,14969421.8547,1101502.7119,2.7289,3.2884,0.62,77123.15,559932,94557.26,687484,109838.93,799153,81432.09,592802,-26630.52,-194474,94881.0,687986,101930.81,741748,98702.01,718606,67437.6,491030
20150109,13.54,14.22,13.29,13.45,13.59,-0.14,-1.03,3294584.3,4521978.4332,13008723.1061,3.04,3.04,967191.309,802641.837,1.8866,9.7994,9.61,1.094,1.0963,14815211.4751,1101502.7119,3.4063,4.1047,0.82,118538.67,860328,122111.08,890436,131238.06,957108,80290.31,586568,5468.25,34012,123535.74,901934,124529.45,907586,127789.09,929605,76323.85,555317
20150112,13.32,13.32,12.75,13.12,13.45,-0.33,-2.45,2436341.36,3180962.9812,12689549.9741,3.12,3.12,967191.309,802641.837,1.8403,9.5589,9.3742,1.0672,1.0694,14451715.5801,1101502.7119,2.519,3.0354,0.66,71964.51,550411,82006.62,628157,93427.66,715861,70696.21,541907,-10220.52,-79219,85254.86,653180,81930.37,627177,90127.09,690317,60782.69,465662
20150113,13.05,13.38,12.97,13.07,13.12,-0.05,-0.38,1664610.33,2187988.118,12641190.4086,3.13,3.13,967191.309,802641.837,1.8333,9.5225,9.3385,1.0631,1.0653,14396640.4445,1101502.7119,1.7211,2.0739,0.58,46949.58,356532,56533.63,430004,69756.32,531026,45558.88,347050,-4378.95,-35093,49355.76,375798,61082.68,464152,66957.06,509567,41402.9,315093
20150114,13.07,13.3,12.87,13.1,13.07,0.03,0.23,1646818.02,2160267.868,12670206.1479,3.12,3.12,967191.309,802641.837,1.8375,9.5444,9.3599,1.0656,1.0677,14429685.5259,1101502.7119,1.7027,2.0517,0.65,46636.76,355231,59356.19,452501,70141.11,534802,39877.55,304170,-20076.96,-154335,57219.7,436726,55355.36,422009,68263.02,520036,35173.55,267933
20150115,13.13,13.83,13.0,13.77,13.1,0.67,5.11,2429686.64,3265535.9003,13318224.3249,2.97,2.97,967191.309,802641.837,1.9315,10.0325,9.8386,1.1201,1.1223,15167692.3429,1101502.7119,2.5121,3.0271,1.04,90478.44,672169,83316.91,620400,94001.02,699817,58756.84,437301,34179.11,251978,78651.91,585504,83674.55,622798,99839.78,742702,64386.97,478682
20150116,13.77,13.77,13.39,13.52,13.77,-0.25,-1.82,2129475.97,2892247.3124,13076426.4977,3.03,3.03,967191.309,802641.837,1.8964,9.8504,9.66,1.0997,1.102,14892316.6649,1101502.7119,2.2017,2.6531,0.93,59792.65,439710,84166.73,619464,87315.31,643203,57949.69,427099,-19045.45,-141141,78581.97,578937,83309.28,612879,78735.96,579717,48597.18,357942
